,cliente,data_hora,estabelecimento,id_transacao,valor
16,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-18 06:41:20,"{'categoria': 'Varejo', 'cidade': 'Cardoso', 'estado': 'Santa Catarina'}",68d6a954-ae01-403c-965b-33d1ee2eba5d,50.06
17,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-10-29 16:16:54,"{'categoria': 'Supermercado', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",533f6f38-61be-4c8d-a8b1-ad1f83cae975,1839.0
18,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-10 10:27:14,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",11c13680-a987-451c-ac23-5a92fab5e851,1692.77
19,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-17 22:21:57,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",329988e2-3c13-4a79-97b1-149aa74f473d,1409.95
20,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-12-22 06:32:29,"{'categoria': 'Varejo', 'cidade': 'Barbosa', 'estado': 'Santa Catarina'}",028408d7-81ca-46ef-b438-6ce3db83c081,1136.36
21,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-11-02 16:45:05,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",a876a671-b79e-453e-a4b2-f6a1eeb2cdb3,727.06
22,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-01-28 05:26:51,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",aa1976c8-803a-4635-aa5b-0cbabd79ddca,653.4
23,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-02-05 15:22:39,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",00768f86-97c4-437c-baf5-c9ad95471159,168.6
24,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-01-04 19:51:02,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",dfc2866c-06b1-4603-a6a9-9c4ae6d73030,1736.68
25,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-12-14 11:44:00,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",2a36b290-4189-4396-b8c3-da180802c37a,162.22
26,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-03-03 17:05:59,"{'categoria': 'Supermercado', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",baaa0e2a-c911-4087-80e7-b8a19780e3b2,629.83
27,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-16 19:16:09,"{'categoria': 'Restaurante', 'cidade': 'da Mata Alegre', 'estado': 'Santa Catarina'}",1f426a98-a01f-4732-b0ee-f006f3646d82,774.29
28,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-05-17 10:10:07,"{'categoria': 'Restaurante', 'cidade': 'da Rosa', 'estado': 'Santa Catarina'}",53951335-26f8-4ff5-8660-d87183a77a9a,1097.31
29,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-05 15:03:32,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",5b3658e5-a955-43e1-ad21-0651cbfa20e5,1282.3
30,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-08-05 17:39:01,"{'categoria': 'Supermercado', 'cidade': 'Rocha das Flores', 'estado': 'Santa Catarina'}",a6e07b7b-9027-4b0b-80fe-93decae411ac,820.79
31,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-01-06 15:02:35,"{'categoria': 'Varejo', 'cidade': 'Souza', 'estado': 'Santa Catarina'}",089fa9e6-7245-4242-bbdb-192e48de9ee1,274.65
32,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-11-12 20:41:40,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",7744d8c8-84ab-419a-999e-fb81a33269a2,1009.83
33,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-01-01 11:20:04,"{'categoria': 'Varejo', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",6f62a1de-4a13-4d0e-a5e6-9113d9c92ac2,1133.79
34,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-10-29 11:41:22,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",a6e1735d-f307-4e33-9a54-abde65578c6f,1801.68
35,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-14 14:43:02,"{'categoria': 'Varejo', 'cidade': 'Jesus Alegre', 'estado': 'Santa Catarina'}",efb7b530-ca45-4195-84f2-1c27af06530c,1270.08
36,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-05-09 09:45:30,"{'categoria': 'Supermercado', 'cidade': 'da Rosa da Prata', 'estado': 'Santa Catarina'}",2b9c8a02-b3be-4a8c-b6aa-6c0d48de5731,1207.59
37,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-01-21 06:16:12,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",f1401cd4-6f8f-4ca7-82c0-143d63d2b9da,1303.83
38,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-21 21:13:47,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",f875568e-5ce9-4d85-a12c-d37066131114,323.56
39,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-03-23 18:03:23,"{'categoria': 'Varejo', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",e62ad56a-f455-4685-b60f-ceb2f45fcd6a,570.85
40,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-11-23 14:26:22,"{'categoria': 'Online', 'cidade': 'da Cunha do Norte', 'estado': 'Santa Catarina'}",aaf9bf8a-1ee1-4c54-92a8-5792e935d956,1165.25
41,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-05-19 05:59:58,"{'categoria': 'Varejo', 'cidade': 'Rezende Grande', 'estado': 'Santa Catarina'}",0ca98c7b-eac6-467f-b69f-e8e9d3f588a2,1521.48
42,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-02-07 15:04:41,"{'categoria': 'Supermercado', 'cidade': 'Nascimento de Ferreira', 'estado': 'Santa Catarina'}",ea50f8ad-cdb7-4a0a-8ee9-9c0b79311051,89.1
43,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-03-11 09:49:37,"{'categoria': 'Online', 'cidade': 'Martins', 'estado': 'Santa Catarina'}",299cbef7-0cc5-4c41-a137-e4850b564b4a,1652.74
44,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-02-12 23:38:14,"{'categoria': 'Varejo', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",16b5e537-6c86-404c-bea3-c50852d2c46a,1573.06
45,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-19 16:59:02,"{'categoria': 'Online', 'cidade': 'Fogaça', 'estado': 'Santa Catarina'}",d1a14fbf-a82c-457e-93e5-ba3e9f11d061,946.56
46,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-06-25 17:31:18,"{'categoria': 'Varejo', 'cidade': 'Teixeira', 'estado': 'Santa Catarina'}",9ba08d17-da2a-4591-8971-71419fc01b02,1266.18
47,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-10-19 18:58:18,"{'categoria': 'Restaurante', 'cidade': 'Castro', 'estado': 'Santa Catarina'}",bcd065bf-6e19-453a-ba6f-e6bedf5b4057,826.73
48,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-10-26 22:55:37,"{'categoria': 'Supermercado', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",d00979f5-4e43-4e01-9a01-62d4c8289c80,1417.92
49,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-01-31 17:26:06,"{'categoria': 'Supermercado', 'cidade': 'Alves de Duarte', 'estado': 'Santa Catarina'}",88305920-51df-42ee-a63e-010cb7dfe764,663.21
50,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-11-18 13:14:48,"{'categoria': 'Varejo', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",765ccbcb-46e1-4d2a-a2c7-e16d688b0072,1959.29
51,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-11-12 21:55:02,"{'categoria': 'Restaurante', 'cidade': 'Silveira', 'estado': 'Santa Catarina'}",e015c136-b905-4910-b81f-425ae2bd6b68,893.59
52,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-11-22 13:35:24,"{'categoria': 'Supermercado', 'cidade': 'Silva', 'estado': 'Santa Catarina'}",3dbce556-2843-4cfb-90c4-8563f6a23dc0,1615.53
53,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-30 20:09:42,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",8b336130-2760-4526-8a97-f214bc866340,19.48
54,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-12-11 07:45:52,"{'categoria': 'Supermercado', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",7d4cde8c-ad76-450a-9771-4782ce2c8868,1501.44
55,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-12 12:33:55,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",705f8e4e-0ba4-4dce-80fb-52bc6a34f965,495.94
56,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-08 12:03:51,"{'categoria': 'Online', 'cidade': 'Lima do Sul', 'estado': 'Santa Catarina'}",9ab2ccc8-3523-44b9-8f50-e639c302a974,1610.51
57,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-19 19:15:23,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",20882049-a8f1-4928-89f9-f1ec1da19860,1466.55
58,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-03-07 13:36:36,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",14f90f22-9296-4c91-8d91-7f7602761150,406.67
59,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-20 12:07:02,"{'categoria': 'Supermercado', 'cidade': 'Correia Alegre', 'estado': 'Santa Catarina'}",c757aa98-2edc-4f6f-9f2c-ab8df69e75a2,565.68
60,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-02-04 19:07:33,"{'categoria': 'Supermercado', 'cidade': 'da Paz', 'estado': 'Santa Catarina'}",8d64f2e5-a43f-427d-bd09-21515d3d7f7e,1781.55
61,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-05 19:37:23,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",01b18dcb-1a55-43c2-8f69-3e389714cc26,624.07
62,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-08-13 09:03:14,"{'categoria': 'Supermercado', 'cidade': 'Costa da Prata', 'estado': 'Santa Catarina'}",7e89f34d-0738-4948-a2d1-be402f810231,91.51
63,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-27 06:15:18,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",d8b5a568-a37c-4d2d-9164-ccf2c3d391bc,48.3
64,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-05-13 14:51:09,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",f5637ae3-71d1-4fa2-b731-f4efefd7bcbb,1231.18
65,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-14 14:21:47,"{'categoria': 'Restaurante', 'cidade': 'Carvalho', 'estado': 'Santa Catarina'}",c64ca6c2-a233-4c2c-bc98-4213ace292cd,579.68
66,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-09 12:37:58,"{'categoria': 'Supermercado', 'cidade': 'Costela', 'estado': 'Santa Catarina'}",62bc748c-1dfe-4840-bde1-f0008df935b7,1465.61
67,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-10-08 08:22:45,"{'categoria': 'Supermercado', 'cidade': 'Nascimento de Araújo', 'estado': 'Santa Catarina'}",ab541525-3232-4317-aeb3-90d50df91ba9,610.71
68,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-02-13 06:49:59,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",965423ef-f18e-451b-9d77-5f62fc017877,151.39
69,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-19 07:13:36,"{'categoria': 'Varejo', 'cidade': 'da Conceição de Minas', 'estado': 'Santa Catarina'}",b736f0df-55bd-4cf3-a978-5dd6230cd47f,365.6
70,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-03 17:36:03,"{'categoria': 'Supermercado', 'cidade': 'da Conceição da Prata', 'estado': 'Santa Catarina'}",e485d470-1d73-4747-8dda-d999f5807108,1778.09
71,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-18 08:02:23,"{'categoria': 'Varejo', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",68e738e7-f33b-4b25-a5e9-1bf021a8e072,192.29
72,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-12 08:42:29,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",d8ee68a5-b1d9-4a42-b4bb-b001404b327d,589.25
73,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-26 11:15:48,"{'categoria': 'Restaurante', 'cidade': 'Moura das Flores', 'estado': 'Santa Catarina'}",502259af-31a5-48da-a87c-6c2e2e2e0042,292.52
74,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-07-19 10:35:28,"{'categoria': 'Supermercado', 'cidade': 'Vieira', 'estado': 'Santa Catarina'}",5f1b5f62-f6a0-4953-88e5-ed8d3831412c,649.34
75,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-03-01 14:02:51,"{'categoria': 'Varejo', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",59ada2d6-32ec-4c61-bdff-d286efcb2b96,370.24
76,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-07-16 14:12:14,"{'categoria': 'Supermercado', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",e6baf005-c37e-41df-a5a4-30a27d4ddaed,286.18
77,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-06 20:19:01,"{'categoria': 'Varejo', 'cidade': 'da Rocha Grande', 'estado': 'Santa Catarina'}",7c5ed00f-9fc9-48e3-84f2-236877f3f400,394.97
78,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-10 19:58:57,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",223a048f-010c-439d-90c5-0f8aec0f8366,907.58
79,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-03-09 22:35:29,"{'categoria': 'Supermercado', 'cidade': 'Teixeira', 'estado': 'Santa Catarina'}",f83f6a20-318c-4521-a947-7cc5d87ca0de,1152.97
80,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-24 17:02:03,"{'categoria': 'Online', 'cidade': 'Cardoso', 'estado': 'Santa Catarina'}",d4dfb473-d93e-4b20-859c-79a99a27a9d6,994.29
81,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-05 10:26:32,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",c9625864-d12f-467a-8592-f68fad202c2c,752.85
82,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-10 20:24:00,"{'categoria': 'Varejo', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",cdba06cd-aa3f-4033-8678-c674e817c9c7,1929.22
83,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-17 10:53:03,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",6b3364b7-d25b-4dc1-8b88-51d38757f68b,1030.17
84,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-08-04 06:13:40,"{'categoria': 'Varejo', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",0e96cce0-3495-4a06-8261-c5ba27e3965e,1261.87
85,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-07 07:04:10,"{'categoria': 'Supermercado', 'cidade': 'Almeida', 'estado': 'Santa Catarina'}",329f9192-c72a-4804-8e6c-09339687338c,519.45
86,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-03-19 14:06:09,"{'categoria': 'Supermercado', 'cidade': 'Correia', 'estado': 'Santa Catarina'}",33488e25-3832-4517-ae4f-2890c49e0130,608.94
87,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-06-17 14:25:45,"{'categoria': 'Varejo', 'cidade': 'Souza', 'estado': 'Santa Catarina'}",e598da8c-9226-49c4-9f5a-3d6b3858ca06,1011.11
88,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-23 21:03:35,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",d51344d9-9068-4bfb-95de-b361682c052b,654.24
89,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-11-17 15:26:25,"{'categoria': 'Online', 'cidade': 'Teixeira da Praia', 'estado': 'Santa Catarina'}",aacf6510-d24c-4287-9eb5-0b314a69513a,1801.28
90,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-07 18:21:34,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",737404a4-e27a-41d9-a63c-e55f673ca65b,823.27
91,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-10-13 19:05:31,"{'categoria': 'Varejo', 'cidade': 'Gonçalves do Sul', 'estado': 'Santa Catarina'}",e10f532c-88ed-4f32-aadb-8f2dcb2fd6e2,1187.99
92,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-12-03 13:19:43,"{'categoria': 'Online', 'cidade': 'Dias', 'estado': 'Santa Catarina'}",7a82567d-0dca-4ed2-8f6f-03edfd1614e1,46.52
93,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-10-26 05:32:30,"{'categoria': 'Restaurante', 'cidade': 'Novaes', 'estado': 'Santa Catarina'}",f7a37614-ed7b-42fa-9431-c45a77aae57a,1129.71
94,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-10-19 22:17:11,"{'categoria': 'Online', 'cidade': 'Novaes', 'estado': 'Santa Catarina'}",f24be75c-e722-467c-bc2c-e8a733677ba9,142.32
95,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-04-13 06:35:22,"{'categoria': 'Online', 'cidade': 'Caldeira', 'estado': 'Santa Catarina'}",d478ff53-e298-441e-ba71-e52e816ace97,123.55
96,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-05-01 10:37:34,"{'categoria': 'Supermercado', 'cidade': 'Costa Verde', 'estado': 'Santa Catarina'}",49f6ca77-2eed-477a-a670-32b881f95e8a,1647.05
97,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-04-09 12:20:19,"{'categoria': 'Restaurante', 'cidade': 'Viana das Flores', 'estado': 'Santa Catarina'}",c0d0e8b6-fc6b-422b-b239-ce8ec7409a80,1460.01
98,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-08-08 17:24:29,"{'categoria': 'Restaurante', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",07e4014a-d684-46d7-8823-7e4008d4854e,1575.7
99,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-01-24 19:29:09,"{'categoria': 'Online', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",d0bf72b6-f50a-460a-b403-01c97baec454,1116.25
100,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-27 16:46:45,"{'categoria': 'Online', 'cidade': 'Moreira do Oeste', 'estado': 'Santa Catarina'}",6c5cc989-1b6a-44f6-8bfa-29b66bafe11a,1292.67
101,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-09-30 11:28:14,"{'categoria': 'Supermercado', 'cidade': 'Lima da Prata', 'estado': 'Santa Catarina'}",997eea64-80ee-48c5-9b7b-d1553d914de0,667.36
102,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2022-07-22 15:22:53,"{'categoria': 'Supermercado', 'cidade': 'Dias', 'estado': 'Santa Catarina'}",e57ea4c9-add3-4640-af2d-42feaf54ed9d,1289.87
103,"{'idade': 64, 'nome': 'Davi Jesus', 'renda_mensal': 2316.08}",2023-03-16 14:22:28,"{'categoria': 'Supermercado', 'cidade': 'Fernandes', 'estado': 'Santa Catarina'}",0ff38bae-8fcd-4516-aa97-576bcca2dcc9,772.9
